"MEASURE","Measure","SEX_ABS","Sex","AGE","Age","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104011080","Grafton","A","Annual","2016","2016",388,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104011081","Grafton Region","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104011081","Grafton Region","A","Annual","2016","2016",149,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104011082","Maclean - Yamba - Iluka","A","Annual","2016","2016",324,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104011082","Maclean - Yamba - Iluka","A","Annual","2016","2016",365,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021083","Bellingen","A","Annual","2016","2016",53,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021083","Bellingen","A","Annual","2016","2016",64,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021084","Coffs Harbour - North","A","Annual","2016","2016",208,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021084","Coffs Harbour - North","A","Annual","2016","2016",277,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021085","Coffs Harbour - South","A","Annual","2016","2016",176,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021085","Coffs Harbour - South","A","Annual","2016","2016",210,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021086","Coramba - Nana Glen - Bucca","A","Annual","2016","2016",33,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021086","Coramba - Nana Glen - Bucca","A","Annual","2016","2016",14,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021087","Dorrigo","A","Annual","2016","2016",41,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021087","Dorrigo","A","Annual","2016","2016",46,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2016","2016",56,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021088","Korora - Emerald Beach","A","Annual","2016","2016",59,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2016","2016",232,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021089","Sawtell - Boambee","A","Annual","2016","2016",286,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2016","2016",94,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021090","Urunga","A","Annual","2016","2016",95,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","104021091","Woolgoolga - Arrawarra","A","Annual","2016","2016",182,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2016","2016",27,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105011092","Bourke - Brewarrina","A","Annual","2016","2016",41,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2016","2016",30,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105011093","Cobar","A","Annual","2016","2016",52,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2016","2016",46,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105011094","Coonamble","A","Annual","2016","2016",43,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2016","2016",61,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105011095","Nyngan - Warren","A","Annual","2016","2016",70,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2016","2016",55,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105011096","Walgett - Lightning Ridge","A","Annual","2016","2016",50,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2016","2016",220,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105021097","Broken Hill","A","Annual","2016","2016",323,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2016","2016",18,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105021098","Far West","A","Annual","2016","2016",14,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2016","2016",125,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031099","Coonabarabran","A","Annual","2016","2016",137,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2016","2016",66,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031100","Dubbo - East","A","Annual","2016","2016",92,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2016","2016",157,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031101","Dubbo - South","A","Annual","2016","2016",269,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2016","2016",67,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031102","Dubbo - West","A","Annual","2016","2016",95,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2016","2016",51,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031103","Dubbo Region","A","Annual","2016","2016",37,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2016","2016",52,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031104","Gilgandra","A","Annual","2016","2016",68,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2016","2016",84,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031105","Narromine","A","Annual","2016","2016",93,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2016","2016",95,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","105031106","Wellington","A","Annual","2016","2016",131,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2016","2016",52,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011107","Branxton - Greta - Pokolbin","A","Annual","2016","2016",48,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2016","2016",233,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011108","Cessnock","A","Annual","2016","2016",320,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2016","2016",50,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011109","Cessnock Region","A","Annual","2016","2016",58,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2016","2016",104,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011110","Dungog","A","Annual","2016","2016",94,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2016","2016",127,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011111","Kurri Kurri - Abermain","A","Annual","2016","2016",187,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2016","2016",115,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011112","Singleton","A","Annual","2016","2016",143,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2016","2016",33,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106011113","Singleton Region","A","Annual","2016","2016",33,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2016","2016",57,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106021114","Maitland","A","Annual","2016","2016",70,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2016","2016",247,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106021115","Maitland - East","A","Annual","2016","2016",373,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2016","2016",53,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106021116","Maitland - North","A","Annual","2016","2016",64,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2016","2016",138,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106021117","Maitland - West","A","Annual","2016","2016",195,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2016","2016",43,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106021118","Thornton - Millers Forest","A","Annual","2016","2016",34,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2016","2016",69,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031119","Anna Bay","A","Annual","2016","2016",73,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2016","2016",81,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031120","Lemon Tree Passage - Tanilba Bay","A","Annual","2016","2016",82,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2016","2016",385,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031121","Nelson Bay Peninsula","A","Annual","2016","2016",444,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2016","2016",102,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031122","Raymond Terrace","A","Annual","2016","2016",175,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2016","2016",29,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031123","Seaham - Woodville","A","Annual","2016","2016",32,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2016","2016",136,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031124","Tea Gardens - Hawks Nest","A","Annual","2016","2016",128,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2016","2016",91,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106031125","Williamtown - Medowie - Karuah","A","Annual","2016","2016",105,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2016","2016",78,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106041126","Muswellbrook","A","Annual","2016","2016",112,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2016","2016",43,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106041127","Muswellbrook Region","A","Annual","2016","2016",26,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2016","2016",55,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106041128","Scone","A","Annual","2016","2016",97,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2016","2016",85,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","106041129","Scone Region","A","Annual","2016","2016",102,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2016","2016",277,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011131","Dapto - Avondale","A","Annual","2016","2016",352,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2016","2016",57,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011132","Horsley - Kembla Grange","A","Annual","2016","2016",55,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011133","Port Kembla Industrial","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2016","2016",145,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011134","Unanderra - Mount Kembla","A","Annual","2016","2016",222,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011545","Berkeley - Lake Heights - Cringila","A","Annual","2016","2016",185,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011545","Berkeley - Lake Heights - Cringila","A","Annual","2016","2016",246,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011546","Port Kembla - Warrawong","A","Annual","2016","2016",165,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011546","Port Kembla - Warrawong","A","Annual","2016","2016",195,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107011547","Windang - Primbee","A","Annual","2016","2016",86,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107011547","Windang - Primbee","A","Annual","2016","2016",103,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107021135","Illawarra Catchment Reserve","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2016","2016",99,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031136","Albion Park - Macquarie Pass","A","Annual","2016","2016",107,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2016","2016",65,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031137","Albion Park Rail","A","Annual","2016","2016",89,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2016","2016",128,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031138","Kiama","A","Annual","2016","2016",133,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2016","2016",57,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031139","Kiama Downs - Minnamurra","A","Annual","2016","2016",77,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2016","2016",89,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031140","Kiama Hinterland - Gerringong","A","Annual","2016","2016",128,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2016","2016",122,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031141","Shellharbour - Flinders","A","Annual","2016","2016",121,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2016","2016",105,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031142","Shellharbour - Oak Flats","A","Annual","2016","2016",137,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2016","2016",258,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107031143","Warilla","A","Annual","2016","2016",313,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2016","2016",268,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041144","Balgownie - Fairy Meadow","A","Annual","2016","2016",356,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2016","2016",192,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041145","Corrimal - Tarrawanna - Bellambi","A","Annual","2016","2016",225,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2016","2016",238,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041146","Figtree - Keiraville","A","Annual","2016","2016",294,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2016","2016",59,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041147","Helensburgh","A","Annual","2016","2016",51,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2016","2016",77,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041148","Thirroul - Austinmer - Coalcliff","A","Annual","2016","2016",129,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2016","2016",184,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041150","Woonona - Bulli - Russell Vale","A","Annual","2016","2016",276,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041548","Wollongong - East","A","Annual","2016","2016",171,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041548","Wollongong - East","A","Annual","2016","2016",210,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","107041549","Wollongong - West","A","Annual","2016","2016",156,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","107041549","Wollongong - West","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2016","2016",73,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108011151","Bulahdelah - Stroud","A","Annual","2016","2016",61,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2016","2016",297,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108011152","Forster","A","Annual","2016","2016",387,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2016","2016",80,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108011153","Forster-Tuncurry Region","A","Annual","2016","2016",56,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2016","2016",184,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108011154","Tuncurry","A","Annual","2016","2016",230,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021155","Kempsey","A","Annual","2016","2016",216,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2016","2016",101,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021156","Kempsey Region","A","Annual","2016","2016",71,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2016","2016",75,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021157","Macksville - Scotts Head","A","Annual","2016","2016",88,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2016","2016",131,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021158","Nambucca Heads","A","Annual","2016","2016",169,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2016","2016",75,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021159","Nambucca Heads Region","A","Annual","2016","2016",86,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2016","2016",107,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108021160","South West Rocks","A","Annual","2016","2016",104,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2016","2016",3,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108031161","Lord Howe Island","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2016","2016",343,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108041162","Laurieton - Bonny Hills","A","Annual","2016","2016",389,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2016","2016",422,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108041163","Port Macquarie - East","A","Annual","2016","2016",529,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2016","2016",352,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108041164","Port Macquarie - West","A","Annual","2016","2016",463,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2016","2016",47,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108041165","Port Macquarie Region","A","Annual","2016","2016",32,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2016","2016",145,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108041166","Wauchope","A","Annual","2016","2016",172,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2016","2016",73,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108051167","Gloucester","A","Annual","2016","2016",121,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2016","2016",137,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108051168","Old Bar - Manning Point - Red Head","A","Annual","2016","2016",161,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2016","2016",322,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108051169","Taree","A","Annual","2016","2016",372,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2016","2016",181,,
"ERP","Estimated Resident Population","2","Females","A80","80 - 84","SA2","Statistical Area Level 2","108051170","Taree Region","A","Annual","2016","2016",115,,
"ERP","Estimated Resident Population","1","Males","A80","80 - 84","SA2","Statistical Area Level 2","108051171","Wingham","A","Annual","2016","2016",78,,
